fold,text,id,label__decision_type_relevant,label__decision_type_sentiment_nonneutral,label__relevant,label__sentiment,label__who,label__decision_type_sentiment,label__decision_type_who
dev,HEALTH TV J&J Ebola vaccine gets 100 million euros to speed development http://t.co/3A70fZQTTn http://t.co/0I2cEu6dcQ,556078820826951000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,#bodycare | Immune system boosters are essential to maintaining brilliant health. Without charge Report:  http://t.co/3RERxg6kfA,543570895243993000    ,unanimous,,no,,,,
test,Measles Outbreak Linked to Disneyland http://t.co/3ynAB41KSG,552948261758443000    ,unanimous,,no,,,,
train,My main and my ex screamin like it's a habit.... Move immune in between 'em cus I'm diplomatic,554870277998264000    ,unanimous,,no,,,,
dev,#977384 http://t.co/E5sZ1uXyOK #9143  Cure Hpv For Good! Most Promising New Product In The Niche! Video Sales L... http://t.co/0WoMjX5ldI,541738435120484000    ,unanimous,,no,,,,
train,Beauty & SKIN CARE : http://t.co/L3E2RRzE8y #0883 best Korean red Ginseng gold Extract vitamin tea Immune healt... http://t.co/NGJcVm0tZ7,544937355447377000    ,unanimous,,no,,,,
train,S/o to whoever gave me mono in high school because now I'm immune to it,535821685141041000    ,unanimous,,no,,,,
dev,"#Tornadoes #and #floods #pass #in #California, #but #recovery #goes #on: (CNN) ? Shingles? http://t.co/tcqxq8Dzru",543801137111896000    ,unanimous,,no,,,,
train,Beauty + Deals = http://t.co/yEXcFXrXei #04684 best Korean red Ginseng gold Extract vitamin tea Immune health s... http://t.co/9M4D4RFhi5,544173417369714000    ,unanimous,,no,,,,
train,New device allows scientists to glimpse communication between immune cells | @scoopit http://t.co/QuvN97Qm7q,555021926205517000    ,unanimous,,no,,,,
train,> Syrian children?s deaths ?caused by vaccine mix-up? on http://t.co/8eem5eZDpY,545142874837647000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,What I learned last month: Infected by tuberculosis > ebola.  What I learned this month:  Infected by Cosby > tuberculosis,535608616888180000    ,unanimous,,no,,,,
dev,@FadzilSahak idk haha it started with toothache and swollen cheek. It was horrible but guess I'm immune now lol,534299581501415000    ,unanimous,,no,,,,
train,"""Save the Children,"" Connected to the CIA, Is KILLING Children with Vaccines http://t.co/23SGH2JwCT",540579130413449000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Pretty sure I need a tetanus shot,536700876308873000    ,majority,,yes,,yes,,unanimous
train,Experts Meet in Geneva to Review Ebola Vaccines: WHO: Experts will gather in Geneva this week to review progre... http://t.co/db7IGw5RGB,552861009652641000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,?@_TreesandNikes: Ass fatter than a Swamp Possum with the Mumps     ?,545288641602670000    ,unanimous,,no,,,,
dev,Those craving #Ruble collapse aren?t immune from aftershocks #Twitter #Twitter #Russia #Russia #Russia... http://t.co/Nft1YuRG3n,545074532747599000    ,unanimous,,no,,,,
test,"@VishnuArastu @BCCI Sir one correction, not bull dog. Rajeev Shukla is a street dog with severe rabies.",538019406815571000    ,unanimous,,no,,,,
train,Seeing all what is happening in Pakistan I am afraid whether we will able to get rid of Polio Virus by 2018.,552501857814601000    ,unanimous,,no,,,,
test,@katezehqueen but we also have higher immune systems when it comes to deadly diseases. (SUCK IT EBOLA),547812575606349000    ,unanimous,,no,,,,
train,"""This Mama Isn?t Scared of the Shmeasle Measles..."" by Megan http://t.co/Qr9PL0IaLo",553272695077748000    ,unanimous,,no,,,,
train,@Drfarukhbhanbhr @BBhuttoZardari @ImranKhanPTI Hepatitis is curse to erode Sindh-but Sindh Gov't continuously ignores it. Measures needed.,532964557568745000    ,unanimous,,no,,,,
train,Widow of Bristol man dead from meningitis releases last photo of husband http://t.co/qzDtQpV4vB,557573366312230000    ,unanimous,,no,,,,
train,"""@SexCigarsBooze: Nobody is immune to the neck kiss. http://t.co/y0VGgf4upI""",539138648810487000    ,unanimous,,no,,,,
dev,"3 Key Agreements Every Family Business Needs in Writing - Sadly, family businesses are not immune to the disputes ... http://t.co/bPAcheJ8UU",551015992198197000    ,unanimous,,no,,,,
dev,Seattle (WA) Times: Clinical trials on tap for possible Ebola vaccine,532856155156934000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Healthy Children & Adults Vaccinated with Flu Shot are Dying http://t.co/ykV70ujaWs #CDCwhistleblower,551870886408491000    ,unanimous,unanimous,yes,negative,,unanimous,
train,"@conwayherbalist @edzardernst ""Mother Nature's gift"" includes ebola, botulism, tetanus, malaria oh and I nearly forgot-cancer. Naughty mummy",532946526956707000    ,unanimous,,no,,,,
train,"Fasting for three days can regenerate entire immune system, study finds - via @Telegraph http://t.co/IuTfaPaqnW",551945252479569000    ,unanimous,,no,,,,
dev,"""I Always Knew"" The Vaccines",554091821567971000    ,unanimous,,no,,,,
test,bug bites or chicken pox? stay tuned.,555872282216648000    ,unanimous,,no,,,,
test,"#health | immune system that protects us from thousands of potentially deadly attacks every day, FREE Tutorial:  http://t.co/EDtT05pCyE",542970788450553000    ,unanimous,,no,,,,
train,@gmawarrior @Oprah Help us-for it is the character not the color of skin #cdcfraud lied to Atlanta & America abt vaccines #CDCwhistleblower,557283267565875000    ,majority,unanimous,yes,negative,no,unanimous,unanimous
test,http://t.co/CwTGjzaaGK Ebola vaccine seems safe in first-stage testing - U.S. News & World Report http://t.co/pMkM7mVW1M,537788214111916000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
train,"FOUND 1/11/15!!! (Wolf Creek Road / Elowski Road area) Beagle, black collar with rabies tag from Tawas. Finders... http://t.co/kbAJClLrJq",554703000867201000    ,unanimous,,no,,,,
dev,[auto tweet]  Arrests follow meningitis outbreak http://t.co/vvFhHYweWv @MarcelCanzona,545220163168002000    ,unanimous,,no,,,,
train,"@SHALOM_BAM @addictedto09 here is an assignment. My friend, a 24 yrs old a male had a history of chicken pox at 10, diagnosed w/ shingles.",552657546339971000    ,unanimous,,no,,,,
test,"Soof, yeah Ive already had chickenpox, shingles is just round two or something",538141502531444000    ,unanimous,,no,,,,
train,Rotary?s innovative tribute to polio eradication in India breaks Guinness world record | My Rotary https://t.co/klxQLDEE2T,553861098470780000    ,unanimous,,no,,,,
train,New Hepatitis Drugs Cause Political Pressure in Spain http://t.co/JS9HjgMpFd #health http://t.co/eABaooWFaH,555753043938279000    ,unanimous,,no,,,,
test,And these children that you spit on as they try to change their worlds are immune to your consultations. They know what there going through.,538434414376546000    ,unanimous,,no,,,,
train,Dh imune,534511700566089000    ,unanimous,,no,,,,
train,All citizens deserve Benefits of MMFs BEST immune system support. Not just for the Govt any longer http://t.co/8W2lxnj0PV #teaparty #tcot,554003275654377000    ,unanimous,,no,,,,
dev,"Binge drinking disrupts immune system in young adults, study finds",557917288574500000    ,unanimous,,no,,,,
test,Turns out Hayleighs got chickenpox and according to my mum I've never had it. Fml,540563966028939000    ,unanimous,,no,,,,
train,According to Web MD I have a cold or lyme disease. *Scratches head*  ?\(?_o)?' HBD to me.,538061205416714000    ,unanimous,,no,,,,
train,"Crosby has the Mumps, so naturally Fleury gets them.. [insert gay joke here]",545393070687420000    ,unanimous,,no,,,,
train,"""I don't think I'm using the word wrong. I really do think my rabies is on fleek""",553217765801476000    ,unanimous,,no,,,,
train,Also at platt cottage Lyme park http://t.co/KLmiYyrMio,553214298517143000    ,unanimous,,no,,,,
test,"@CP24 snow came down so sweetly last night,surprised  only a purty smigin in total /Oakville south/luv how it looks on my roof 3d shingles",550283706012012000    ,unanimous,,no,,,,
test,@ghouI srry to let you down but no one is immune to hiv,555591441569705000    ,unanimous,,no,,,,
train,@BellaEveeee why do I have no friends my laptop is shit i don't care for fact I still believe that MMR causes autism,542017497785204000    ,majority,,no,,,,
dev,"*Sings to the tune of ween - spinal meningitis* Smile on my jesus, Static type language got me down.",539576410537336000    ,unanimous,,no,,,,
train,"I just want Sidney Crosby to do a Gatorade ad where he says ""it kills mumps"" straight to camera",551194642616958000    ,unanimous,,no,,,,
train,Kind of feel like I'm dying kind of look like I have rabies,542685179190730000    ,unanimous,,no,,,,
dev,Immune Function Marker Does Not Predict Benefit of Trastuzumab in HER+ Breast Cancer Patients. http://t.co/aOB829J4pL,542776459304398000    ,unanimous,,no,,,,
test,#android #LG New Hepatitis C Drug Gets Helping Hand - Wall Street Journal http://t.co/gdo9i5q58E http://t.co/aXz808v8Xx,546939029996834000    ,unanimous,,no,,,,
test,Hot Deals > http://t.co/Fy52Jfeoo2 #27391 Korean red Ginseng gold Extract vitamin tea Immune health sex power d... http://t.co/wCbnzOnHBV,556370366248275000    ,unanimous,,no,,,,
dev,My immune system needs to pick it up a notch #pleaseandthankyou,533099099114188000    ,unanimous,,no,,,,
train,Real Housewives's Yolanda Foster: I've Lost the Ability to Read and Write: The Real Live of Beverly Hills star says lyme disease feel...,557156926371278000    ,unanimous,,no,,,,
test,Rangers' Derick Brassard has mumps http://t.co/MJIMQ1Qd4o,545314421870825000    ,unanimous,,no,,,,
train,Militants Kill Polio Vaccination Workers In Pakistan - RadioFreeEurope/RadioLiberty http://t.co/d4ASoDcoch,537574574989144000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,you just grow immune to some shit after a while,555242167145598000    ,unanimous,,no,,,,
test,Why Your Immune System Ignores This Potential Cancer Risk - Top US & World News http://t.co/MnZxCsqrHk #shtf #prep,550124861780013000    ,unanimous,,no,,,,
train,@_bustajolowut Puerto Rican niggas immune system can't keep up,549052426243014000    ,unanimous,,no,,,,
test,The Grand Strand Humane Society offers Rabies Vaccinations for only $15 during our regular Walk-in Clinic hours.... http://t.co/tV5aMMHsSn,547864620586000000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Timeline San Diego County Measles Cases http://t.co/PbHuPjoXDK,557627974741401000    ,unanimous,,no,,,,
train,"When a woman is vaccinated with tetanus-toxoid, she can pass the immunity against #tetanus to her child during pregnancy",532853430637715000    ,unanimous,majority,yes,negative,no,majority,unanimous
dev,Legal precedent in Colombia: Landmark decision for HPV vaccine survivor http://t.co/UHg2dQm731,536700740803514000    ,unanimous,,yes,,no,,unanimous
train,@VamorzaLinda @StevenMtennis @hotdog6969 I don't know about whooping cough but even with a bad breathing infection they give multi-course...,538828096674463000    ,unanimous,,no,,,,
dev,"#Deals Immune Assist Critical Care Formula-500 caps. 500 mg, Aloha Medicinals,cordyceps  http://t.co/2XzMq1CLKz... http://t.co/py7KifbDgb",546177210504474000    ,unanimous,,no,,,,
train,"@KayCStreet Because Rock isn't immune to Electric, Ground is?",540437944721735000    ,unanimous,,no,,,,
train,$2.00 on ANY Ester-C Immune Health Formula Print Here -------------------->>  http://t.co/mWJx5LSkDv http://t.co/Wub3vYQ71v,544117399445057000    ,unanimous,,no,,,,
dev,"""@brent_got_mints: It's all about black women....and Asians lowkey lol"" Boys got yellow fever.",548401920940191000    ,unanimous,,no,,,,
train,15 super foods to support a healthy immune system. http://t.co/lywNjumm9K Want help to build your immune system? http://t.co/WObewRloeO,535885420589248000    ,unanimous,,no,,,,
train,Flu Vaccines Still Helpful Even When The Strain Is Different,552022104711770000    ,unanimous,majority,yes,positive,no,majority,unanimous
train,New blog post: Lost amid layoff news: GSK's advance toward Ebola vaccine http://t.co/7oAtobUlYo #wral,539411101755392000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"In reference to Mary Todd Lincoln: ""She was a badass but that doesn't mean she's immune to feelings""",554864683426263000    ,unanimous,,no,,,,
train,Beauty: 3 Immutol Immune Booster Supports Immune Health http://t.co/9fLXJIMr7s Fashion Deals #80,541266590277197000    ,unanimous,,no,,,,
train,News: Meningococcal Meningitis Survivor and TV Personality Amy Purdy and Pfizer Launch Take Action Against Meningi... http://t.co/GKjhj41FPr,544841260448886000    ,unanimous,,no,,,,
test,@INMagToni @grainnemcgarvey @NicoleHollinger @blondeC I don't like the sound of getting a tetanus shot a few days b4 Xmas #rabiddog,540655006698188000    ,unanimous,,yes,neutral,yes,unanimous,unanimous
train,Mercer school district closes Monday amid possible mumps outbreak http://t.co/QUTF0bMTMM,553446740980809000    ,unanimous,,no,,,,
test,\\\\// 35-YR-OLD MAN RAPES 14-YR-OLD TUBERCULOSIS PATIENT IN LAGOS. #SAYNOTORAPE http://t.co/6JRKB7Iqx2,533500756628746000    ,unanimous,,no,,,,
dev,The start- Previously unseen immune reaction identified in stem cell transplants http://t.co/RsBRM408ei #healthinnovations #genetics #donor,535840169765507000    ,unanimous,,no,,,,
train,How the flu vaccine turned out to be a poor match for this year&apos;s flu - LA Times http://t.co/Wa46PvwQRJ,541381597959045000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Have you received your flu shot yet? The vaccine still is the best way to protect yourself. #NIVW2014 http://t.co/9bl3cL8eB0,543089458606645000    ,unanimous,majority,yes,positive,no,majority,unanimous
dev,"Ebola, Measles,... http://t.co/AmL4rApmOA  #CherylWills #Ebolaepidemic #ThomasEricDuncan #WestAfrica #WestAfricanCountries #widespreadpanic",545778447516057000    ,unanimous,,no,,,,
dev,@aeeshasheikh_ socho abhi kitni ziada funky smell hogi that I wasn't immune to it.,553328031071485000    ,unanimous,,no,,,,
test,This nigga don't give a fuck about my immune system or sleep schedule....   http://t.co/cX4wsfdorE,533061170509668000    ,unanimous,,no,,,,
train,Fourteen Arrested For 2012 Fungal Meningitis Outbreak That Killed 64?:  Two cofounders of the New England Comp... http://t.co/hbYwR4sEpp,545207556600119000    ,unanimous,,no,,,,
train,"Binge drinking disrupts immune system in young adults, study finds http://t.co/w1KxbzkU5e #onmedic #science",549671529924272000    ,unanimous,,no,,,,
train,"Health care workers need to be immunized against #flu, hepatitis B, measles, mumps, rubella, pertussis, & chickenpox. #flushot",542023596680675000    ,unanimous,unanimous,yes,positive,yes,unanimous,unanimous
test,Murder charges filed in deadly meningitis outbreak - Detroit Free Press http://t.co/1ElBlc1gwZ,545301717663752000    ,unanimous,,no,,,,
train,"Beauchemin says blame Blues, not Ducks, for NHL mumps outbreak (Puck Daddy)..  #DUCKS #NHL",547799714670727000    ,unanimous,,no,,,,
train,Beauty Deals http://t.co/HxuRA8Ania #832934 Korean red Ginseng gold Extract vitamin tea Immune health sex power... http://t.co/tisfOMZ5Kp,553672059264712000    ,unanimous,,no,,,,
test,"i get stab all the time, why havnt evolved to be immune to knife?",549375933862277000    ,unanimous,,no,,,,
train,"Beauty : http://t.co/60ZbVlIfGS #2380 6X NEW USANA Probiotic food supplement for digestive and immune health,EX... http://t.co/kW6M3J3n56",546801886884806000    ,unanimous,,no,,,,
test,"@boomtown64 Cheers.  Hope you've not got shingles, poor dude.",546717299877879000    ,unanimous,,no,,,,
train,"If you're in the @NHL, you either have the mumps, or know someone that does.  I mean really.  Have ya'll even heard of vaccinations?",545658160548020000    ,unanimous,,yes,,no,,unanimous
dev,Delaware Kitten Tests Positive for Rabies http://t.co/0carLyj8V6,533449915054444000    ,unanimous,,no,,,,
dev,2.9k SOLO MMR. HAHAHAHAHA,533266034447237000    ,unanimous,,no,,,,
train,"Goal: by 2020, have 8 of 10 NJ youths vaccinated with the flu vaccine. #Vaccine #NJEd",553205811619852000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"Nick was in motorcycle accident at railroad tracks next to Alameda, Blvd, in summer 1972, got bad blood transfusion, Hepatitis, RIP '04",536666081738625000    ,unanimous,,no,,,,
test,@bbcquestiontime @DiaChakravarty Goes to show that no class nor creed or colour is immune to conscription for the cause of self promotion,535623273074405000    ,unanimous,,no,,,,
dev,Vaccine industry intolerant of education: Dr. Sherri Tenpenny targeted for offering vaccine safety knowledge http://t.co/9GTSVD9Myw via,556063500381196000    ,unanimous,majority,yes,negative,no,majority,unanimous
train,No. Apparently not. ?@JoshYohe_Trib: Crosby has vaccine before Olympics. So did Perry and Suter. Apparently it's not the greatest vaccine.?,544178095960633000    ,majority,unanimous,yes,negative,no,unanimous,unanimous
train,Researcher who found cause of Lyme disease dies http://t.co/HTiKjH269o #fox5,535534574776770000    ,unanimous,,no,,,,
test,BEAUTY DEALS HERE! http://t.co/t6WtGlaHws #43054 best Korean red Ginseng gold Extract vitamin tea Immune health... http://t.co/Y1UUWliHkP,548927236880232000    ,unanimous,,no,,,,
test,".@Penguins captain Crosby talks about his experience with mumps, writes @Mackey_Trib http://t.co/8eLUI9kOdk",545949257145278000    ,unanimous,,no,,,,
train,Three anti polio campaigners have been killed among their driver.,537499994589126000    ,unanimous,,no,,,,
train,Chicken pox sucks,532907438773510000    ,unanimous,,no,,,,
dev,#CelebrityBigBrother   Fortunately  I have sufficient  intelligence to render me immune  from that filth,552956833959522000    ,unanimous,,no,,,,
train,a~ Test the immune function by immersed dispersion~,532746722686939000    ,unanimous,,no,,,,
test,Oral Cancer-causing HPV May Spread Through Oral and Genital Routes: http://t.co/ckedfqdKuz,533012943454351000    ,unanimous,,no,,,,
test,Beauty Daily Deals : http://t.co/tCTJXAFkQC #931 NEOSINE 50 tb Cold Flu Viral Infections Herpes Warts Immune He... http://t.co/GLl8WndZTb,535702754925498000    ,unanimous,,no,,,,
train,Measles alert in Melb. FFS. We were SO close to eradicating Measles. Stupid anti vaxxers are stupid.,552050205747470000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
dev,"#health The Flu Vaccine: of Flubbing and Drubbing: This year's flu vaccine, as you like... http://t.co/0kVqHEVvAz http://t.co/7j0AFm6E96",540913404693585000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"My immune system is tough as can be because I never weaken or enable it, which is why I am hardly ever sick.",554574365598023000    ,unanimous,,no,,,,
dev,Don?t Take WHO?s Tetanus Vaccine...Catholic Bishops Warn Kenyans http://t.co/1sI8cDurYM,532636726364479000    ,unanimous,,no,,,,
train,yet the government want 3 trillion dollars..how are they going to immune us... injection.. DONT TAKE THE INJECTION...,543117864375713000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
train,"Lyme disease is scary as it puts Yolanda Foster's life on hold, she can't read, write and even watch TV because of it http://t.co/rIpvDZxt98",557484351567319000    ,unanimous,,no,,,,
train,"#healthcare | The Immune System can fight cancer, without charge Tutorial:  http://t.co/4kHFzcvdFs",547246658052833000    ,unanimous,,no,,,,
dev,"lol god ""beau bennett gave already sick children the gift mumps for christmas.""",544530655246172000    ,unanimous,,no,,,,
train,"hair game strong, immune system weak as hell. http://t.co/5bTF6DEvgZ",540585972392820000    ,unanimous,,no,,,,
test,Save 30% on Flu immunizations at Rite Aid,547862766414221000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"#health 2014 was a bad year for mumps, a nearly forgotten virus ? USA TODAY http://t.co/6f8pl2ND9m #care #virusnext",544936513155641000    ,unanimous,,no,,,,
dev,No reverse jinxing from me today. Chelsea are immune. #LFC,557611922020134000    ,unanimous,,no,,,,
test,"@SawyerHartman i once had a cough for a month and a half EVEN THOUGH I TOOK MEDICINE....it was nothing serious, just a weak immune system :/",551814316588945000    ,unanimous,,no,,,,
train,"Understanding Vaccines, Part?Two http://t.co/DVDlm8qvFt",551120280198725000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"Are you IMMUNE to the effects of junk food? Fast food may not be dangerous for a quarter of people, say scientists http://t.co/2N6oyCWPkv",551198368341716000    ,unanimous,,no,,,,
train,Beauty Shop : Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex power di... http://t.co/wxrNdYYVhZ http://t.co/aYgjIfx4Xb,532494659285954000    ,unanimous,,no,,,,
train,"#Rash #Character Measles reported in Honolulu, 12th case confirmed in Hawaii outbreak:... http://t.co/Qtpsnin2vg #CharacterLeader.com",534013215810674000    ,unanimous,,no,,,,
train,Measles Still Kills 400 Kids A Day ? And It May Be Making A Comeback : Goats and Soda : NPR http://t.co/e2U2WjRwGY,537911266640396000    ,unanimous,,no,,,,
train,"@cshannon_ thank you Catherine   I seriously feel so warm. This is odd. I'm having an allergic reaction, my immune system is crashing..",545825080773595000    ,unanimous,,no,,,,
train,Offers : http://t.co/GU3oqyDSu6 #8392 Korean red Ginseng gold Extract vitamin tea Immune health sex power diet ... http://t.co/Ibuo60eStC,536455945984147000    ,unanimous,,no,,,,
dev,'VACCINE COURT' System to aid injured victims adds to suffering:,548196907026087000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"@Ramioup Honestly, the sad truth is that America is basically the only country immune to them but I guess that's not too bad.",536907151995076000    ,unanimous,,no,,,,
train,"http://t.co/xoDhzcVLa0 NOW Foods-Free Radical Scavengers, Antioxidants, Immune Support, Womens Health  #health http://t.co/Sh8WmIt3Ez",542539799232802000    ,unanimous,,no,,,,
train,"Tehila Okereke's Blog: Court Legalises Dr. Abalaka's HIV Vaccine, 16 Years After http://t.co/2KVYUCRjJl",557268896232013000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,Early estimates indicate flu vaccine is providing little protection in US http://t.co/xfIzryf9vh,556166941308882000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
train,All this mumps talk reminds me of the part in the Mighty Ducks where Hans tells Bombay that District 5 still has a chance at the playoffs.,545369692689281000    ,unanimous,,no,,,,
test,"Beauty Shop : 6X NEW USANA Probiotic food supplement for digestive and immune health,EXP... http://t.co/cKIwzUb3PY http://t.co/xz79e465Ip",551597653218562000    ,unanimous,,no,,,,
train,#health | Immune system is the security mechanism of the body opposed to several illness and infections:  http://t.co/VYM7VwsSLE,542630048956956000    ,unanimous,,no,,,,
train,Boys... @LachlanYT and I are looking for some FREE easy and RELIABLE MMR in DotA2 but we can't find a game!,537300401889218000    ,unanimous,,no,,,,
dev,@braktheman No you'll just become immune to the common cold forever!,556626879176663000    ,unanimous,,no,,,,
train,@GMOnACouch The mumps,548516394120519000    ,unanimous,,no,,,,
test,militant killed 4 polio worker in Quetta Pakistan,537587521136238000    ,unanimous,,no,,,,
test,Microsoft 70-669 questions only answers mumps: vWzrtj http://t.co/WUUtewfZ9G,546309686635413000    ,unanimous,,no,,,,
dev,Beauty Deals http://t.co/7VBK1XQQ5x Korea Ginseng gold Extract vitamin tea Immune health sex power diet #3762  ... http://t.co/plVhDCHN8k,549469254702354000    ,unanimous,,no,,,,
train,Just got my typhoid vaccine in the kitchen. Merry Christmas Eve y'all. http://t.co/FHKECo8s1w,547814122839375000    ,unanimous,,yes,neutral,yes,majority,unanimous
dev,HEALTH Ebola vaccine 'promising in Africa' http://t.co/JfWIUnPDjo by @BBC,547194903222968000    ,unanimous,,yes,neutral,no,majority,majority
train,"Anyway, mums, vaccinate your daughters ok? Leave the silly moral posturing to the men (who spent their teen years trying to shag everyone..)",557995020653842000    ,unanimous,unanimous,yes,positive,yes,unanimous,unanimous
dev,@sjturn Don't get TRMs establishing. Results in immune hole in the skin and decreased immunity to skin infection.,540370433300647000    ,unanimous,,no,,,,
train,"found the cure for loneliness, i'm forever immune.",533267153743405000    ,unanimous,,no,,,,
test,"""Oh shoot, he had a stomach ache... I told that guy he had polio...""",554286791843274000    ,unanimous,,no,,,,
train,Gilead Sciences: How Much Will You Pay for Its Hepatitis C Drugs?,541998676130803000    ,unanimous,,no,,,,
test,"@debbiehubby_33 @haywoodster @thenutribullet @SmartShakeUK really easy and u get a book full of recipes. Ones especially for detox, immune,",545254773671591000    ,unanimous,,no,,,,
train,#android #LG 14 from MA pharmacy charged in connection to deadly meningitis outbreak -? http://t.co/SvTUXCF5F1 http://t.co/cyi0GNpVJf,545437108668608000    ,unanimous,,no,,,,
test,"2 leading #Ebola vaccines appear safe, further tests starting http://t.co/IWhgDBPtdY.",553631292404011000    ,unanimous,,yes,,no,,unanimous
train,Super Immunity: 15 Things You Can Do To Supercharge Your Immune System: Learning To Improve The Function Of Your? http://t.co/K24wmTjAAb,550623567633592000    ,unanimous,,no,,,,
train,Vaccine dangers: The facts don?t lie  http://t.co/60ghCZFfAn via @thehealthguy,536267154283184000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
test,Foundation recognition to Districts supporting Polio eradication ... 6990 is among them!!! http://t.co/WJI1umbjgx,535916185322135000    ,unanimous,,no,,,,
dev,NEW DEALS : http://t.co/bXK8pVL2pX #33194 Korean Ginseng Extract vitamin tea Immune health sex power diet #offe... http://t.co/RC6On82DWa,542693624908349000    ,unanimous,,no,,,,
test,#DigDis The Vaccines - Melody Calling http://t.co/X0ESv7blR5 #nowplaying,537378409014648000    ,majority,,no,,,,
train,"Hepatitis C is a disease spread throughout the world  http://t.co/OYXl8ATYfx""",553899094855680000    ,unanimous,,no,,,,
dev,FUCK LYME REGIS,539856959475044000    ,unanimous,,no,,,,
dev,"She's morphine queen of my vaccine my love, my love",554364994419437000    ,unanimous,,no,,,,
test,"@VittysCardigan one person's argument today was ""if you don't want your baby to get measles, don't expose him to people""",544980801897517000    ,unanimous,,no,,,,
test,Hey Paul Offit 87% Vaccinated Involved In Whooping Cough Outbreak: http://t.co/ID6VfD9xFw              via @YouTube #cdcwhistleblower RT,555908719788032000    ,unanimous,unanimous,yes,negative,yes,unanimous,unanimous
train,Support the rabies,540204739447619000    ,unanimous,,no,,,,
dev,All I wanted to do was go to Arlington to see @alycia_shaffer today. I hate my immune system so much,536601141082324000    ,unanimous,,no,,,,
test,Administration of Tdap Vaccine During Pregnancy Not Associated With Preterm Delivery http://t.co/48KzoKOlBT #health #cancer,532546920892203000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
train,"WHO approves safe, effective meningitis A vaccine for infants in sub-Saharan Africa http://t.co/F2GEibdkiI",554179584787095000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
dev,"BEST GIFTS http://t.co/Rv8evqc542 #7271 Designs For Health, Immune Support Packets 30 packets #3704  $100.99 End Date: Sunday Dec-21-20...",537888141731201000    ,unanimous,,no,,,,
train,"4 things you can do to stop the #flu: get a vaccine, wash your hands often, ask your doctor about antiviral meds if you get sick, stay home",544564155437834000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
dev,"@ashmcxo like I've literally heard ppl say vaccines are an ""opinion""... Dude, science isn't an opinion last time I checked",543159608505008000    ,unanimous,majority,yes,positive,no,majority,majority
train,California Whooping Cough Infections Run High Among Latino Babies: Public health officials in California are t... http://t.co/J6STpXLl3V,545638570820530000    ,unanimous,,no,,,,
train,"Flu vaccines are serious business, even when they're less effective than usual: http://t.co/3svSXem06s",556208271041003000    ,unanimous,majority,yes,positive,no,majority,unanimous
train,The whole pens organization is catching the mumps hahaha,545368217833984000    ,unanimous,,no,,,,
train,#Ebola vaccine preventive;still need to help sick in Africa;Pls organize plasma therapy approach (survivor blood) .@CDCgov @UN @PaulGAllen,536148188424843000    ,unanimous,,yes,,,,
train,Australia's vaccine mafia desperately trying to silence a brilliant scientific researcher... http://t.co/TnUbvE9BlY,554961240079228000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,#latestnews TriLink Secures Contract for the Synthesis of Ebola Vaccine http://t.co/jBnJwaglt6,542742219544084000    ,majority,,yes,neutral,no,unanimous,unanimous
train,"Red meat triggers toxic immune reaction which causes cancer, scientists find - via @Telegraph http://t.co/8vPFKKbfZM",549852979231485000    ,unanimous,,no,,,,
test,"I just read a description of what cholera does to your bowels, and I threw up. Then I looked up pictures, and I threw up again.",552206909244448000    ,unanimous,,no,,,,
train,Krishnan: CCR5 knockout with ZnF nuclease editing to improve  immune reconstitution and hopeful for future elimination of HIV #ASH14,541269479175774000    ,unanimous,,no,,,,
train,Polio hats are wack,548673832093904000    ,majority,,no,,,,
train,"MANY parents will have kids who develop inexplicable tics, seizures, GI issues, anaphylactic food allergies after immunizations",552588179430453000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
test,Injectable 3D vaccines could fight cancer and infectious diseases http://t.co/XOtvQ4O5PD,542110399579955000    ,unanimous,,yes,,no,,unanimous
